position_id,as_of_date,client_id,portfolio,security_id,quantity,market_value,source_system,base_currency
POS0000876,2026-05-19,CL814,PORT-039,SEC00158,37041.0,212537.03,IBOR,JPY
POS0000877,2026-05-16,CL668,PORT-006,SEC00059,68327.0,611854.16,IBOR,USD
POS0000878,2026-05-16,CL226,PORT-009,SEC00306,50853.0,211299.91,IBOR,JPY
POS0000879,2026-05-15,CL630,PORT-046,SEC00100,68458.0,133724.27,ABOR,JPY
POS0000880,2026-05-16,CL135,PORT-045,SEC00026,28540.0,82453.91,Custodian,INR
POS0000881,2026-05-17,CL326,PORT-060,SEC00174,71988.0,330467.11,ABOR,USD
POS0000882,2026-05-19,CL727,PORT-072,SEC00252,61022.0,162163.97,ABOR,JPY
POS0000883,2026-05-17,CL466,PORT-016,SEC00082,76347.0,65927.84,ABOR,GBP
POS0000884,2026-05-18,CL994,PORT-027,SEC00089,71503.0,164943.19,IBOR,EUR
POS0000885,2026-05-18,CL944,PORT-068,SEC00092,48131.0,89550.42,ABOR,GBP
POS0000886,2026-05-15,CL185,PORT-005,SEC00258,46362.0,126073.14,Custodian,CAD
POS0000887,2026-05-17,CL894,PORT-066,SEC00306,89227.0,163360.58,IBOR,INR
POS0000888,2026-05-15,CL877,PORT-075,SEC00271,43607.0,94550.86,ABOR,USD
POS0000889,2026-05-19,CL195,PORT-008,SEC00072,66466.0,121470.35,ABOR,CAD
POS0000890,2026-05-14,CL446,PORT-012,SEC00271,41609.0,104143.82,IBOR,JPY
POS0000891,2026-05-17,CL952,PORT-055,SEC00099,9039.0,105833.93,IBOR,USD
POS0000892,2026-05-18,CL115,PORT-038,SEC00277,22999.0,88892.91,ABOR,CAD
POS0000893,2026-05-17,CL152,PORT-079,SEC00317,58930.0,121825.05,ABOR,JPY
POS0000894,2026-05-14,CL558,PORT-044,SEC00229,65425.0,95147.25,ABOR,CAD
POS0000895,2026-05-15,CL956,PORT-052,SEC00305,59003.0,231410.96,IBOR,USD
POS0000896,2026-05-18,CL350,PORT-019,SEC00045,75211.0,183593.62,ABOR,EUR
POS0000897,2026-05-14,CL794,PORT-026,SEC00209,58608.0,333310.29,IBOR,CAD
POS0000898,2026-05-19,CL723,PORT-015,SEC00016,32945.0,504852.73,IBOR,EUR
POS0000899,2026-05-18,CL231,PORT-012,SEC00208,63075.0,244359.31,ABOR,JPY
POS0000900,2026-05-15,CL358,PORT-009,SEC00109,53731.0,213150.17,IBOR,JPY
POS0000901,2026-05-16,CL661,PORT-071,SEC00310,37338.0,253774.76,Custodian,CAD
POS0000902,2026-05-17,CL533,PORT-006,SEC00158,60395.0,215335.66,ABOR,GBP
POS0000903,2026-05-14,CL313,PORT-041,SEC00243,51746.0,167731.47,IBOR,INR
POS0000904,2026-05-15,CL280,PORT-041,SEC00096,36690.0,159916.09,Custodian,INR
POS0000905,2026-05-14,CL600,PORT-005,SEC00023,46087.0,88167.88,IBOR,INR
POS0000906,2026-05-18,CL844,PORT-067,SEC00237,81098.0,269238.19,Custodian,JPY
POS0000907,2026-05-14,CL471,PORT-040,SEC00070,80380.0,159727.28,ABOR,USD
POS0000908,2026-05-18,CL931,PORT-011,SEC00231,54139.0,388369.07,ABOR,EUR
POS0000909,2026-05-15,CL699,PORT-011,SEC00148,51260.0,281836.26,Custodian,JPY
POS0000910,2026-05-16,CL462,PORT-056,SEC00311,18473.0,111795.77,ABOR,GBP
POS0000911,2026-05-16,CL735,PORT-049,SEC00112,87826.0,343868.51,ABOR,EUR
POS0000912,2026-05-19,CL503,PORT-033,SEC00128,72800.0,35015.81,ABOR,INR
POS0000913,2026-05-14,CL780,PORT-033,SEC00236,66543.0,518209.79,Custodian,GBP
POS0000914,2026-05-18,CL983,PORT-003,SEC00251,-44.0,72906.48,Custodian,INR
POS0000915,2026-05-16,CL808,PORT-003,SEC00040,50900.0,219052.63,ABOR,JPY
POS0000916,2026-05-19,CL227,PORT-043,SEC00237,47203.0,210333.51,Custodian,GBP
POS0000917,2026-05-14,CL164,PORT-029,SEC00157,65022.0,319409.77,IBOR,USD
POS0000918,2026-05-18,CL826,PORT-020,SEC00316,40077.0,133623.57,ABOR,USD
POS0000919,2026-05-15,CL861,PORT-030,SEC00201,44902.0,44922.27,IBOR,JPY
POS0000920,2026-05-15,CL609,PORT-048,SEC00247,63627.0,133736.57,Custodian,GBP
POS0000921,2026-05-16,CL320,PORT-024,SEC00110,32981.0,142700.4,ABOR,INR
POS0000922,2026-05-19,CL891,PORT-028,SEC00090,37371.0,47595.09,IBOR,JPY
POS0000923,2026-05-18,CL503,PORT-023,SEC00251,54253.0,167246.32,Custodian,EUR
POS0000924,2026-05-16,CL362,PORT-053,SEC00004,79447.0,85347.73,IBOR,INR
POS0000925,2026-05-16,CL429,PORT-005,SEC00185,67786.0,240253.78,IBOR,JPY
POS0000926,2026-05-16,CL366,PORT-073,SEC00309,73659.0,140414.24,ABOR,CAD
POS0000927,2026-05-18,CL353,PORT-044,SEC00317,51393.0,527897.24,Custodian,CAD
POS0000928,2026-05-16,CL392,PORT-020,SEC00229,82892.0,139565.99,IBOR,CAD
POS0000929,2026-05-19,CL706,PORT-060,SEC00159,11694.0,210709.3,Custodian,USD
POS0000930,2026-05-17,CL114,PORT-075,SEC00260,94489.0,143222.85,Custodian,JPY
POS0000931,2026-05-19,CL426,PORT-005,SEC00004,97339.0,61453.69,Custodian,USD
POS0000932,2026-05-16,CL252,PORT-017,SEC00253,60046.0,143942.93,IBOR,CAD
POS0000933,2026-05-16,CL682,PORT-012,SEC00060,68310.0,255773.63,IBOR,INR
POS0000934,2026-05-14,CL994,PORT-006,SEC00235,49164.0,233559.91,Custodian,EUR
POS0000935,2026-05-17,CL808,PORT-059,SEC00111,45389.0,136494.47,Custodian,JPY
POS0000936,2026-05-19,CL323,PORT-016,SEC00240,36561.0,67910.53,ABOR,JPY
POS0000937,2026-05-18,CL561,PORT-031,SEC00193,48922.0,239587.78,Custodian,JPY
POS0000938,2026-05-15,CL117,PORT-065,SEC00297,62231.0,209335.17,IBOR,JPY
POS0000939,2026-05-14,CL471,PORT-049,SEC00251,59237.0,269964.71,Custodian,CAD
POS0000940,2026-05-19,CL350,PORT-054,SEC00292,93705.0,138072.29,IBOR,INR
POS0000941,2026-05-15,CL551,PORT-008,SEC00048,52206.0,59241.35,ABOR,GBP
POS0000942,2026-05-17,CL467,PORT-077,SEC00121,17246.0,224191.55,IBOR,INR
POS0000943,2026-05-18,CL713,PORT-007,SEC00139,86175.0,161864.42,IBOR,USD
POS0000944,2026-05-16,CL592,PORT-057,SEC00009,23139.0,375123.38,Custodian,EUR
POS0000945,2026-05-14,CL944,PORT-051,SEC00007,37693.0,165584.98,Custodian,USD
POS0000946,2026-05-18,CL161,PORT-033,SEC00012,55978.0,158374.83,Custodian,CAD
POS0000947,2026-05-14,CL949,PORT-067,SEC00245,59178.0,209055.01,IBOR,USD
POS0000948,2026-05-19,CL810,PORT-071,SEC00142,18200.0,113759.44,ABOR,CAD
POS0000949,2026-05-15,CL740,PORT-006,SEC00240,33578.0,110516.33,Custodian,INR
POS0000950,2026-05-19,CL842,PORT-076,SEC00267,17423.0,153470.38,IBOR,CAD
POS0000951,2026-05-19,CL145,PORT-020,SEC00011,63678.0,93690.89,ABOR,INR
POS0000952,2026-05-19,CL291,PORT-063,SEC00271,76034.0,141852.45,IBOR,GBP
POS0000953,2026-05-15,CL100,PORT-065,SEC00072,23120.0,521120.62,ABOR,INR
POS0000954,2026-05-16,CL817,PORT-044,SEC00129,71905.0,304242.46,IBOR,CAD
POS0000955,2026-05-15,CL418,PORT-069,SEC00308,70477.0,195794.86,IBOR,CAD
POS0000956,2026-05-19,CL424,PORT-066,SEC00096,35500.0,412918.85,ABOR,INR
POS0000957,2026-05-14,CL648,PORT-042,SEC00300,6383.0,99216.77,IBOR,INR
POS0000958,2026-05-15,CL480,PORT-015,SEC00162,26432.0,725244.36,ABOR,JPY
POS0000959,2026-05-17,CL672,PORT-035,SEC00004,36904.0,123463.21,ABOR,CAD
POS0000960,2026-05-14,CL941,PORT-072,SEC00266,83917.0,541600.29,Custodian,GBP
POS0000961,2026-05-19,CL398,PORT-017,SEC00014,47397.0,540171.43,Custodian,JPY
POS0000962,2026-05-18,CL901,PORT-079,SEC00203,27850.0,56843.78,IBOR,CAD
POS0000963,2026-05-19,CL578,PORT-015,SEC00146,53253.0,392485.66,IBOR,EUR
POS0000964,2026-05-19,CL437,PORT-053,SEC00044,21502.0,137263.06,IBOR,INR
POS0000965,2026-05-14,CL926,PORT-051,SEC00164,61315.0,115753.58,IBOR,USD
POS0000966,2026-05-17,CL538,PORT-016,SEC00115,28491.0,222967.85,ABOR,JPY
POS0000967,2026-05-16,CL214,PORT-038,SEC00031,31684.0,88898.52,ABOR,USD
POS0000968,2026-05-14,CL357,PORT-012,SEC00177,58261.0,219959.4,ABOR,CAD
POS0000969,2026-05-15,CL860,PORT-029,SEC00014,88505.0,92551.76,Custodian,CAD
POS0000970,2026-05-17,CL563,PORT-076,SEC00172,98351.0,180999.14,ABOR,EUR
POS0000971,2026-05-17,CL603,PORT-005,SEC00072,27123.0,362658.74,ABOR,USD
POS0000972,2026-05-19,CL713,PORT-069,SEC00265,36875.0,205234.96,ABOR,JPY
POS0000973,2026-05-15,CL274,PORT-054,SEC00304,61342.0,131153.68,IBOR,CAD
POS0000974,2026-05-14,CL183,PORT-060,SEC00298,75713.0,225223.08,IBOR,EUR
POS0000975,2026-05-16,CL495,PORT-023,SEC00300,2390.0,69990.29,IBOR,CAD
POS0000976,2026-05-17,CL926,PORT-075,SEC00032,51921.0,98388.93,IBOR,GBP
POS0000977,2026-05-14,CL214,PORT-021,SEC00163,39283.0,125723.2,Custodian,GBP
POS0000978,2026-05-17,CL746,PORT-040,SEC00071,7672.0,260956.8,IBOR,GBP
POS0000979,2026-05-17,CL980,PORT-003,SEC00030,20582.0,207623.01,Custodian,EUR
POS0000980,2026-05-14,CL186,PORT-071,SEC00125,37509.0,224380.8,ABOR,GBP
POS0000981,2026-05-17,CL219,PORT-056,SEC00137,51294.0,160102.65,ABOR,EUR
POS0000982,2026-05-14,CL881,PORT-013,SEC00094,72178.0,101431.63,Custodian,GBP
POS0000983,2026-05-19,CL197,PORT-053,SEC00036,57796.0,397468.18,Custodian,EUR
POS0000984,2026-05-17,CL768,PORT-015,SEC00130,70846.0,107079.19,IBOR,USD
POS0000985,2026-05-17,CL816,PORT-036,SEC00049,50588.0,209278.96,ABOR,GBP
POS0000986,2026-05-18,CL381,PORT-041,SEC00013,34491.0,152167.51,Custodian,USD
POS0000987,2026-05-14,CL362,PORT-074,SEC00144,45958.0,228158.51,IBOR,EUR
POS0000988,2026-05-17,CL568,PORT-027,SEC00021,65301.0,113176.95,Custodian,INR
POS0000989,2026-05-14,CL555,PORT-002,SEC00309,72716.0,306081.38,ABOR,USD
POS0000990,2026-05-18,CL873,PORT-035,SEC00268,46747.0,372118.17,ABOR,EUR
POS0000991,2026-05-17,CL632,PORT-074,SEC00296,29559.0,295018.65,Custodian,INR
POS0000992,2026-05-17,CL970,PORT-064,SEC00032,57384.0,178898.73,Custodian,USD
POS0000993,2026-05-16,CL315,PORT-005,SEC00148,60516.0,125357.49,Custodian,INR
POS0000994,2026-05-18,CL352,PORT-005,SEC00263,77120.0,884932.87,ABOR,USD
POS0000995,2026-05-18,CL316,PORT-060,SEC00184,35067.0,89771.72,ABOR,USD
POS0000996,2026-05-16,CL684,PORT-057,SEC00098,35308.0,276160.56,IBOR,EUR
POS0000997,2026-05-18,CL130,PORT-045,SEC00266,66636.0,198723.75,Custodian,CAD
POS0000998,2026-05-15,CL873,PORT-007,SEC00098,41036.0,156760.98,IBOR,USD
POS0000999,2026-05-17,CL793,PORT-023,SEC00311,40107.0,181879.16,ABOR,USD
POS0001000,2026-05-14,CL988,PORT-067,SEC00032,77591.0,119834.97,ABOR,CAD
POS0001001,2026-05-18,CL961,PORT-012,SEC00225,19838.0,210288.01,IBOR,JPY
POS0001002,2026-05-14,CL163,PORT-016,SEC00004,95236.0,196829.8,ABOR,JPY
POS0001003,2026-05-17,CL772,PORT-036,SEC00292,36522.0,811461.27,ABOR,USD
POS0001004,2026-05-19,CL552,PORT-059,SEC00113,69068.0,309431.9,ABOR,GBP
POS0001005,2026-05-15,CL761,PORT-066,SEC00006,47606.0,221799.63,IBOR,JPY
POS0001006,2026-05-18,CL885,PORT-047,SEC00267,55970.0,229885.21,Custodian,JPY
POS0001007,2026-05-19,CL624,PORT-039,SEC00309,44219.0,490765.94,IBOR,JPY
POS0001008,2026-05-16,CL102,PORT-031,SEC00294,68845.0,90920.8,IBOR,USD
POS0001009,2026-05-15,CL877,PORT-004,SEC00155,42359.0,145853.85,ABOR,CAD
POS0001010,2026-05-18,CL493,PORT-022,SEC00019,37395.0,51829.6,ABOR,INR
POS0001011,2026-05-16,CL512,PORT-017,SEC00072,89894.0,227581.64,ABOR,EUR
POS0001012,2026-05-19,CL625,PORT-005,SEC00009,50646.0,270737.3,ABOR,CAD
POS0001013,2026-05-18,CL919,PORT-059,SEC00014,35135.0,89557.84,IBOR,EUR
POS0001014,2026-05-15,CL573,PORT-028,SEC00050,17214.0,385019.02,ABOR,USD
POS0001015,2026-05-19,CL286,PORT-041,SEC00180,91043.0,105732.97,IBOR,CAD
POS0001016,2026-05-17,CL758,PORT-016,SEC00245,37858.0,132524.01,ABOR,USD
POS0001017,2026-05-16,CL669,PORT-047,SEC00187,95360.0,174859.76,Custodian,USD
POS0001018,2026-05-19,CL158,PORT-011,SEC00065,58775.0,423588.53,Custodian,JPY
POS0001019,2026-05-14,CL578,PORT-054,SEC00192,53143.0,97253.99,Custodian,EUR
POS0001020,2026-05-16,CL806,PORT-059,SEC00073,53737.0,193832.23,Custodian,USD
POS0001021,2026-05-17,CL894,PORT-025,SEC00147,98751.0,259082.72,ABOR,USD
POS0001022,2026-05-14,CL354,PORT-017,SEC00284,1771.0,228909.52,ABOR,USD
POS0001023,2026-05-16,CL569,PORT-062,SEC00043,54716.0,234038.43,Custodian,CAD
POS0001024,2026-05-15,CL840,PORT-018,SEC00279,44166.0,257017.67,IBOR,INR
POS0001025,2026-05-19,CL624,PORT-015,SEC00086,45312.0,116677.19,ABOR,CAD
POS0001026,2026-05-19,CL477,PORT-027,SEC00214,53285.0,448053.48,ABOR,JPY
POS0001027,2026-05-19,CL265,PORT-077,SEC00083,44142.0,152254.75,IBOR,JPY
POS0001028,2026-05-16,CL138,PORT-037,SEC00052,54139.0,140602.36,IBOR,EUR
POS0001029,2026-05-14,CL720,PORT-021,SEC00144,49481.0,365336.93,Custodian,CAD
POS0001030,2026-05-14,CL966,PORT-041,SEC00121,21102.0,111486.62,ABOR,INR
POS0001031,2026-05-16,CL640,PORT-028,SEC00162,58390.0,197238.1,Custodian,JPY
POS0001032,2026-05-19,CL801,PORT-053,SEC00075,65753.0,105482.38,ABOR,USD
POS0001033,2026-05-16,CL708,PORT-035,SEC00313,38075.0,737883.69,ABOR,INR
POS0001034,2026-05-16,CL412,PORT-047,SEC00214,91094.0,650302.36,Custodian,EUR
POS0001035,2026-05-16,CL570,PORT-035,SEC00268,79383.0,152337.76,IBOR,EUR
POS0001036,2026-05-15,CL342,PORT-039,SEC00249,68567.0,222329.17,ABOR,INR
POS0001037,2026-05-16,CL300,PORT-036,SEC00231,68300.0,163263.36,IBOR,CAD
POS0001038,2026-05-15,CL629,PORT-032,SEC00045,50662.0,132037.38,Custodian,JPY
POS0001039,2026-05-17,CL680,PORT-077,SEC00188,75110.0,174866.64,Custodian,USD
POS0001040,2026-05-19,CL987,PORT-021,SEC00287,84557.0,158837.85,IBOR,JPY
POS0001041,2026-05-19,CL312,PORT-064,SEC00030,67777.0,65355.68,Custodian,CAD
POS0001042,2026-05-14,CL360,PORT-057,SEC00148,37454.0,190577.46,ABOR,INR
POS0001043,2026-05-17,CL249,PORT-042,SEC00058,49127.0,158676.73,ABOR,EUR
POS0001044,2026-05-18,CL952,PORT-026,SEC00254,62621.0,196284.47,Custodian,JPY
POS0001045,2026-05-18,CL802,PORT-039,SEC00298,68430.0,155358.3,Custodian,EUR
POS0001046,2026-05-19,CL397,PORT-068,SEC00016,48296.0,131110.58,Custodian,CAD
POS0001047,2026-05-14,CL971,PORT-015,SEC00256,37530.0,275115.43,IBOR,CAD
POS0001048,2026-05-19,CL732,PORT-047,SEC00115,84853.0,224107.39,ABOR,JPY
POS0001049,2026-05-18,CL528,PORT-061,SEC00308,26409.0,376106.78,Custodian,USD
POS0001050,2026-05-17,CL443,PORT-051,SEC00004,29291.0,219002.38,ABOR,GBP
POS0001051,2026-05-17,CL611,PORT-012,SEC00061,20803.0,144558.0,ABOR,USD
POS0001052,2026-05-19,CL176,PORT-041,SEC00229,29242.0,235640.15,Custodian,INR
POS0001053,2026-05-18,CL254,PORT-015,SEC00249,77442.0,49594.35,Custodian,INR
POS0001054,2026-05-15,CL941,PORT-074,SEC00025,78178.0,575047.5,ABOR,EUR
POS0001055,2026-05-18,CL285,PORT-028,SEC00051,48371.0,191880.5,IBOR,CAD
POS0001056,2026-05-14,CL247,PORT-034,SEC00108,60919.0,603603.94,IBOR,INR
POS0001057,2026-05-17,CL873,PORT-068,SEC00011,49769.0,96605.69,Custodian,CAD
POS0001058,2026-05-19,CL949,PORT-034,SEC00250,23777.0,83234.13,IBOR,EUR
POS0001059,2026-05-19,CL835,PORT-016,SEC00214,98798.0,202703.58,IBOR,EUR
POS0001060,2026-05-15,CL192,PORT-071,SEC00239,80244.0,202302.8,ABOR,GBP
POS0001061,2026-05-17,CL854,PORT-052,SEC00150,57797.0,199375.82,IBOR,EUR
POS0001062,2026-05-14,CL339,PORT-048,SEC00204,31170.0,181951.55,IBOR,INR
POS0001063,2026-05-15,CL109,PORT-006,SEC00183,45051.0,111650.61,Custodian,GBP
POS0001064,2026-05-19,CL927,PORT-036,SEC00222,34767.0,66755.14,ABOR,JPY
POS0001065,2026-05-18,CL340,PORT-037,SEC00144,52147.0,192892.89,ABOR,EUR
POS0001066,2026-05-15,CL692,PORT-021,SEC00208,56818.0,75391.12,ABOR,USD
POS0001067,2026-05-19,CL166,PORT-045,SEC00206,42495.0,71239.04,ABOR,CAD
POS0001068,2026-05-14,CL270,PORT-020,SEC00205,18003.0,129523.93,ABOR,GBP
POS0001069,2026-05-19,CL891,PORT-038,SEC00279,96905.0,210743.15,ABOR,USD
POS0001070,2026-05-15,CL632,PORT-064,SEC00111,55226.0,536410.79,ABOR,INR
POS0001071,2026-05-14,CL997,PORT-059,SEC00281,60045.0,292890.93,IBOR,USD
POS0001072,2026-05-16,CL262,PORT-023,SEC00009,40707.0,384589.02,Custodian,CAD
POS0001073,2026-05-15,CL900,PORT-017,SEC00155,15636.0,240914.41,Custodian,GBP
POS0001074,2026-05-14,CL886,PORT-001,SEC00141,48167.0,202827.72,ABOR,GBP
POS0001075,2026-05-15,CL930,PORT-028,SEC00277,42889.0,731954.91,ABOR,EUR
POS0001076,2026-05-15,CL144,PORT-002,SEC00014,65610.0,73591.63,IBOR,USD
POS0001077,2026-05-17,CL193,PORT-011,SEC00069,69934.0,127015.17,ABOR,GBP
POS0001078,2026-05-18,CL576,PORT-078,SEC00150,66831.0,133104.81,Custodian,GBP
POS0001079,2026-05-14,CL204,PORT-068,SEC00260,71742.0,278210.75,IBOR,GBP
POS0001080,2026-05-18,CL157,PORT-045,SEC00148,89681.0,90466.41,IBOR,GBP
POS0001081,2026-05-17,CL829,PORT-062,SEC00204,58577.0,257315.38,Custodian,JPY
POS0001082,2026-05-16,CL724,PORT-039,SEC00057,74183.0,230450.16,ABOR,USD
POS0001083,2026-05-17,CL858,PORT-048,SEC00301,60865.0,265138.73,IBOR,GBP
POS0001084,2026-05-17,CL941,PORT-073,SEC00250,8199.0,262271.06,Custodian,CAD
POS0001085,2026-05-16,CL228,PORT-007,SEC00013,46601.0,409622.7,ABOR,CAD
POS0001086,2026-05-18,CL847,PORT-028,SEC00225,30910.0,158019.59,IBOR,JPY
POS0001087,2026-05-14,CL139,PORT-010,SEC00041,55092.0,223707.52,IBOR,GBP
POS0001088,2026-05-18,CL434,PORT-063,SEC00179,32598.0,104617.95,IBOR,GBP
POS0001089,2026-05-17,CL367,PORT-065,SEC00226,63325.0,91228.53,IBOR,INR
POS0001090,2026-05-14,CL312,PORT-058,SEC00296,71583.0,469252.96,IBOR,GBP
POS0001091,2026-05-17,CL745,PORT-049,SEC00022,76479.0,99980.33,ABOR,CAD
POS0001092,2026-05-15,CL208,PORT-038,SEC00091,85624.0,239135.89,ABOR,USD
POS0001093,2026-05-16,CL827,PORT-002,SEC00220,13127.0,223826.32,IBOR,JPY
POS0001094,2026-05-18,CL885,PORT-062,SEC00083,23622.0,329386.97,Custodian,JPY
POS0001095,2026-05-15,CL698,PORT-071,SEC00228,114412.0,60179.05,Custodian,GBP
POS0001096,2026-05-18,CL172,PORT-077,SEC00058,72210.0,277818.75,ABOR,GBP
POS0001097,2026-05-15,CL636,PORT-028,SEC00052,54938.0,157185.32,Custodian,USD
POS0001098,2026-05-19,CL665,PORT-016,SEC00174,50705.0,113556.36,ABOR,GBP
POS0001099,2026-05-15,CL435,PORT-052,SEC00220,48749.0,140015.65,IBOR,GBP
