trade_id,trade_date,settlement_date,security_id,client_id,portfolio,quantity,trade_price,trade_currency,status,source_system
TRD0001727,2026-04-30,2026-05-03,SEC00120,CL700,PORT-071,22536.0,136.68,EUR,Matched,Murex
TRD0001728,2026-05-08,2026-05-16,SEC00061,CL593,PORT-026,-1543.0,45.21,EUR,Unmatched,SimCorp
TRD0001729,2026-04-17,2026-04-20,SEC00051,CL426,PORT-058,16196.0,85.81,INR,Booked,Aladdin
TRD0001730,2026-04-16,2026-05-18,SEC00119,CL750,PORT-054,21884.0,24.36,EUR,Matched,Bloomberg AIM
TRD0001731,2026-05-13,2026-04-16,SEC00294,CL883,PORT-077,14922.0,84.27,USD,Booked,Bloomberg AIM
TRD0001732,2026-05-16,2026-04-12,SEC00302,CL178,PORT-009,18272.0,34.66,INR,Matched,Murex
TRD0001733,2026-05-17,2026-04-19,SEC00122,CL444,PORT-077,23630.0,55.49,JPY,Booked,Bloomberg AIM
TRD0001734,2026-04-15,2026-04-09,SEC00161,CL994,PORT-005,18607.0,42.12,EUR,Matched,Aladdin
TRD0001735,2026-04-21,2026-04-09,SEC00315,CL874,PORT-070,29309.0,61.84,INR,Booked,Murex
TRD0001736,2026-04-14,2026-05-19,SEC00075,CL993,PORT-052,26452.0,89.44,EUR,Matched,Bloomberg AIM
TRD0001737,2026-04-21,2026-05-06,SEC00302,CL264,PORT-039,17111.0,34.81,INR,Booked,Murex
TRD0001738,2026-05-01,2026-04-17,SEC00033,CL518,PORT-032,16515.0,58.8,USD,Booked,Aladdin
TRD0001739,2026-04-23,2026-05-06,SEC00072,CL217,PORT-008,-3377.0,55.72,JPY,Matched,SimCorp
TRD0001740,2026-04-17,2026-04-18,SEC00108,CL878,PORT-064,15551.0,115.97,JPY,Booked,SimCorp
TRD0001741,2026-05-02,2026-04-17,SEC00011,CL566,PORT-058,7850.0,77.57,GBP,Matched,SimCorp
TRD0001742,2026-04-08,2026-04-07,SEC00261,CL318,PORT-075,19659.0,44.17,INR,Matched,Murex
TRD0001743,2026-04-09,2026-05-07,SEC00273,CL181,PORT-058,19147.0,56.55,GBP,Matched,Aladdin
TRD0001744,2026-04-13,2026-05-06,SEC00122,CL763,PORT-076,23219.0,114.97,JPY,Matched,Aladdin
TRD0001745,2026-04-05,2026-05-20,SEC00267,CL829,PORT-071,28475.0,85.63,EUR,Matched,Aladdin
TRD0001746,2026-05-02,2026-05-09,SEC00247,CL890,PORT-034,17803.0,48.36,JPY,Unmatched,Murex
TRD0001747,2026-05-14,2026-05-09,SEC00256,CL973,PORT-056,35103.0,60.74,INR,Booked,Aladdin
TRD0001748,2026-04-28,2026-05-01,SEC00256,CL832,PORT-021,19743.0,61.42,CAD,Matched,Bloomberg AIM
TRD0001749,2026-04-16,2026-05-03,SEC00183,CL806,PORT-063,8173.0,55.24,GBP,Matched,Aladdin
TRD0001750,2026-04-14,2026-04-13,SEC00035,CL829,PORT-049,13784.0,36.65,GBP,Booked,SimCorp
TRD0001751,2026-05-02,2026-04-17,SEC00295,CL997,PORT-035,15204.0,52.61,GBP,Booked,Bloomberg AIM
TRD0001752,2026-05-06,2026-04-19,SEC00194,CL516,PORT-050,22441.0,108.44,CAD,Booked,Aladdin
TRD0001753,2026-04-29,2026-05-21,SEC00288,CL781,PORT-022,10896.0,58.36,CAD,Matched,Aladdin
TRD0001754,2026-04-13,2026-04-30,SEC00306,CL837,PORT-050,15765.0,64.32,JPY,Booked,Bloomberg AIM
TRD0001755,2026-05-17,2026-04-19,SEC00059,CL204,PORT-038,-16792.0,70.05,INR,Matched,Aladdin
TRD0001756,2026-05-05,2026-05-10,SEC00128,CL720,PORT-026,14639.0,144.94,USD,Matched,SimCorp
TRD0001757,2026-05-09,2026-05-02,SEC00061,CL404,PORT-078,24086.0,66.89,INR,Matched,Bloomberg AIM
TRD0001758,2026-04-13,2026-04-19,SEC00016,CL219,PORT-006,22810.0,97.8,INR,Booked,Aladdin
TRD0001759,2026-04-28,2026-04-16,SEC00309,CL253,PORT-060,26749.0,54.09,INR,Matched,Aladdin
TRD0001760,2026-05-16,2026-04-13,SEC00295,CL202,PORT-017,15517.0,60.9,JPY,Matched,SimCorp
TRD0001761,2026-05-08,2026-05-02,SEC00298,CL907,PORT-018,27019.0,66.98,CAD,Booked,Bloomberg AIM
TRD0001762,2026-05-18,2026-05-04,SEC00282,CL793,PORT-013,7770.0,50.86,JPY,Booked,Aladdin
TRD0001763,2026-04-28,2026-05-04,SEC00207,CL191,PORT-009,7587.0,62.1,CAD,Booked,SimCorp
TRD0001764,2026-04-05,2026-04-21,SEC00167,CL662,PORT-010,8896.0,91.0,EUR,Unmatched,Murex
TRD0001765,2026-04-24,2026-05-03,SEC00317,CL693,PORT-066,18069.0,50.39,JPY,Booked,SimCorp
TRD0001766,2026-04-10,2026-05-03,SEC00176,CL566,PORT-074,27018.0,66.69,GBP,Booked,SimCorp
TRD0001767,2026-04-16,2026-05-14,SEC00205,CL644,PORT-047,13484.0,85.46,CAD,Booked,Bloomberg AIM
TRD0001768,2026-04-10,2026-04-30,SEC00067,CL915,PORT-002,14425.0,49.97,CAD,Booked,SimCorp
TRD0001769,2026-05-06,2026-05-11,SEC00238,CL566,PORT-069,16380.0,97.85,CAD,Booked,SimCorp
TRD0001770,2026-04-07,2026-04-28,SEC00262,CL692,PORT-048,22296.0,68.41,EUR,Matched,Murex
TRD0001771,2026-05-09,2026-04-12,SEC00217,CL613,PORT-042,14418.0,62.94,GBP,Matched,Aladdin
TRD0001772,2026-04-30,2026-04-17,SEC00159,CL456,PORT-075,13999.0,33.02,USD,Matched,Bloomberg AIM
TRD0001773,2026-04-19,2026-04-30,SEC00063,CL900,PORT-033,7910.0,58.51,CAD,Booked,SimCorp
TRD0001774,2026-05-07,2026-04-08,SEC00010,CL472,PORT-029,13712.0,75.95,EUR,Matched,Murex
TRD0001775,2026-05-08,2026-04-07,SEC00200,CL819,PORT-062,26831.0,122.84,JPY,Matched,Bloomberg AIM
TRD0001776,2026-05-14,2026-05-02,UNKNOWN,CL644,PORT-042,18682.0,81.35,GBP,Matched,Murex
TRD0001777,2026-05-19,2026-04-17,SEC00247,CL715,PORT-057,12451.0,98.91,CAD,Unmatched,Aladdin
TRD0001778,2026-04-27,2026-05-06,UNKNOWN,CL783,PORT-055,27271.0,43.68,INR,Booked,Aladdin
TRD0001779,2026-04-05,2026-04-12,SEC00159,CL761,PORT-067,13611.0,63.79,INR,Matched,Murex
TRD0001780,2026-05-10,2026-05-05,SEC00265,CL607,PORT-026,28650.0,102.23,JPY,Matched,SimCorp
TRD0001781,2026-04-30,2026-05-10,SEC00229,CL653,PORT-006,28527.0,48.88,USD,Booked,Murex
TRD0001782,2026-04-07,2026-05-15,SEC00088,CL557,PORT-038,18420.0,93.49,CAD,Matched,Bloomberg AIM
TRD0001783,2026-04-15,2026-04-14,SEC00270,CL404,PORT-052,6761.0,86.2,USD,Booked,SimCorp
TRD0001784,2026-05-19,2026-05-08,SEC00017,CL753,PORT-065,35171.0,73.42,GBP,Booked,Aladdin
TRD0001785,2026-04-27,2026-04-15,SEC00191,CL890,PORT-022,20905.0,59.44,GBP,Matched,Aladdin
TRD0001786,2026-05-13,2026-05-18,SEC00300,CL734,PORT-059,15571.0,47.22,GBP,Matched,Bloomberg AIM
TRD0001787,2026-05-08,2026-04-29,SEC00210,CL794,PORT-066,25171.0,124.14,CAD,Unmatched,Aladdin
TRD0001788,2026-05-08,2026-05-02,SEC00299,CL846,PORT-064,23267.0,83.19,EUR,Unmatched,Aladdin
TRD0001789,2026-04-22,2026-05-02,SEC00017,CL430,PORT-064,27832.0,75.13,JPY,Booked,Aladdin
TRD0001790,2026-05-11,2026-05-14,SEC00170,CL156,PORT-078,13032.0,57.71,EUR,Matched,Murex
TRD0001791,2026-05-08,2026-05-18,SEC00249,CL403,PORT-053,20389.0,67.58,CAD,Cancelled,Bloomberg AIM
TRD0001792,2026-05-09,2026-05-06,SEC00205,CL778,PORT-030,9106.0,70.64,INR,Booked,Bloomberg AIM
TRD0001793,2026-05-03,2026-04-30,SEC00281,CL833,PORT-035,22998.0,76.7,GBP,Matched,Bloomberg AIM
TRD0001794,2026-04-20,2026-04-16,SEC00148,CL561,PORT-060,17828.0,86.23,USD,Unmatched,Bloomberg AIM
TRD0001795,2026-05-02,2026-05-01,SEC00218,CL799,PORT-019,20108.0,50.71,USD,Booked,SimCorp
TRD0001796,2026-05-05,2026-05-10,SEC00134,CL167,PORT-048,16902.0,39.91,EUR,Unmatched,SimCorp
TRD0001797,2026-04-26,2026-05-10,SEC00279,CL679,PORT-046,16118.0,68.68,GBP,Matched,Bloomberg AIM
TRD0001798,2026-04-22,2026-04-24,SEC00038,CL710,PORT-053,11488.0,36.18,CAD,Unmatched,Murex
TRD0001799,2026-05-19,2026-05-02,SEC00081,CL556,PORT-034,23928.0,59.54,USD,Matched,Murex
TRD0001800,2026-04-09,2026-04-11,SEC00030,CL744,PORT-059,29173.0,55.8,JPY,Matched,Bloomberg AIM
TRD0001801,2026-04-08,2026-05-02,SEC00224,CL541,PORT-006,13825.0,79.21,GBP,Matched,Murex
TRD0001802,2026-04-22,2026-04-26,SEC00074,CL570,PORT-060,22152.0,133.47,USD,Booked,Murex
TRD0001803,2026-04-24,2026-05-19,SEC00101,CL642,PORT-065,21241.0,33.76,JPY,Matched,Bloomberg AIM
TRD0001804,2026-04-18,2026-05-13,SEC00267,CL813,PORT-070,18061.0,147.82,INR,Unmatched,Murex
TRD0001805,2026-04-30,2026-04-13,SEC00115,CL323,PORT-073,6551.0,61.46,CAD,Unmatched,Aladdin
TRD0001806,2026-05-03,2026-05-06,SEC00046,CL369,PORT-028,8238.0,75.32,JPY,Unmatched,Aladdin
TRD0001807,2026-05-04,2026-05-03,SEC00006,CL476,PORT-004,12143.0,40.64,EUR,Matched,SimCorp
TRD0001808,2026-05-12,2026-04-25,SEC00072,CL281,PORT-052,1957.0,94.53,CAD,Matched,Aladdin
TRD0001809,2026-04-12,2026-05-19,SEC00292,CL400,PORT-008,28560.0,67.66,EUR,Matched,SimCorp
TRD0001810,2026-05-05,2026-04-29,SEC00175,CL415,PORT-023,20758.0,65.27,INR,Matched,Aladdin
TRD0001811,2026-05-07,2026-05-06,SEC00318,CL382,PORT-056,17775.0,33.85,CAD,Matched,Murex
TRD0001812,2026-04-06,2026-05-15,SEC00068,CL468,PORT-047,1573.0,68.43,USD,Booked,Bloomberg AIM
TRD0001813,2026-04-27,2026-05-03,SEC00112,CL553,PORT-048,4321.0,89.66,CAD,Booked,Aladdin
TRD0001814,2026-04-22,2026-05-01,SEC00052,CL725,PORT-060,17982.0,61.39,EUR,Matched,Bloomberg AIM
TRD0001815,2026-05-08,2026-05-13,SEC00127,CL372,PORT-014,32779.0,100.58,GBP,Booked,Bloomberg AIM
TRD0001816,2026-05-07,2026-04-27,SEC00180,CL860,PORT-063,12760.0,99.14,EUR,Booked,SimCorp
TRD0001817,2026-04-17,2026-04-18,SEC00258,CL531,PORT-047,24478.0,53.28,USD,Booked,Murex
TRD0001818,2026-04-29,2026-05-09,SEC00117,CL748,PORT-034,14401.0,116.55,INR,Matched,Murex
TRD0001819,2026-05-13,2026-04-08,SEC00246,CL203,PORT-037,18414.0,67.75,GBP,Unmatched,Murex
TRD0001820,2026-04-12,2026-04-24,SEC00200,CL256,PORT-041,27110.0,67.86,JPY,Matched,Aladdin
TRD0001821,2026-05-01,2026-04-17,SEC00093,CL507,PORT-044,15405.0,69.04,GBP,Unmatched,SimCorp
TRD0001822,2026-04-19,2026-05-18,SEC00291,CL429,PORT-027,12824.0,68.32,INR,Unmatched,Murex
TRD0001823,2026-05-04,2026-04-17,SEC00138,CL546,PORT-018,28636.0,26.56,CAD,Booked,SimCorp
TRD0001824,2026-04-24,2026-05-06,SEC00048,CL242,PORT-014,18342.0,62.49,JPY,Booked,SimCorp
TRD0001825,2026-04-15,2026-04-20,SEC00308,CL525,PORT-027,26184.0,41.37,USD,Booked,SimCorp
TRD0001826,2026-04-10,2026-04-15,SEC00292,CL717,PORT-021,12861.0,117.83,EUR,Booked,SimCorp
TRD0001827,2026-05-10,2026-05-10,SEC00015,CL754,PORT-041,28550.0,116.18,GBP,Matched,Bloomberg AIM
TRD0001828,2026-04-19,2026-05-10,SEC00288,CL323,PORT-073,20052.0,89.85,USD,Booked,Aladdin
TRD0001829,2026-04-08,2026-05-19,SEC00303,CL409,PORT-009,21261.0,61.35,EUR,Unmatched,Murex
TRD0001830,2026-04-21,2026-04-24,SEC00265,CL572,PORT-025,18987.0,46.86,EUR,Matched,Bloomberg AIM
TRD0001831,2026-05-13,2026-04-17,SEC00081,CL565,PORT-004,14209.0,52.98,CAD,Booked,Aladdin
TRD0001832,2026-05-11,2026-05-03,SEC00202,CL811,PORT-078,17987.0,131.62,GBP,Cancelled,Murex
TRD0001833,2026-05-10,2026-05-14,SEC00172,CL450,PORT-056,14681.0,52.34,CAD,Unmatched,Bloomberg AIM
TRD0001834,2026-05-15,2026-05-07,SEC00198,CL703,PORT-020,25197.0,29.24,JPY,Matched,SimCorp
TRD0001835,2026-04-16,2026-05-03,SEC00197,CL894,PORT-033,16477.0,95.64,JPY,Matched,SimCorp
TRD0001836,2026-04-06,2026-04-10,SEC00204,CL368,PORT-058,6776.0,112.75,CAD,Cancelled,Bloomberg AIM
TRD0001837,2026-04-26,2026-05-16,SEC00164,CL839,PORT-076,5404.0,119.19,INR,Matched,Aladdin
TRD0001838,2026-04-23,2026-05-06,SEC00220,CL399,PORT-046,5050.0,95.91,EUR,Unmatched,Bloomberg AIM
TRD0001839,2026-04-15,2026-04-23,SEC00168,CL400,PORT-022,22635.0,101.55,EUR,Booked,Bloomberg AIM
TRD0001840,2026-05-01,2026-05-11,SEC00005,CL687,PORT-056,9364.0,67.93,JPY,Matched,SimCorp
TRD0001841,2026-04-28,2026-04-12,SEC00011,CL658,PORT-055,20251.0,32.24,USD,Matched,SimCorp
TRD0001842,2026-04-23,2026-04-11,SEC00306,CL593,PORT-051,19024.0,67.34,USD,Booked,Bloomberg AIM
TRD0001843,2026-05-06,2026-05-04,SEC00290,CL307,PORT-004,17515.0,82.89,USD,Booked,Bloomberg AIM
TRD0001844,2026-05-17,2026-04-18,SEC00187,CL186,PORT-056,21288.0,63.6,INR,Booked,SimCorp
TRD0001845,2026-04-24,2026-04-17,SEC00055,CL917,PORT-002,19187.0,62.6,GBP,Booked,Murex
TRD0001846,2026-04-13,2026-04-21,SEC00250,CL885,PORT-072,-2323.0,47.59,USD,Booked,Murex
TRD0001847,2026-05-16,2026-05-13,SEC00045,CL897,PORT-070,15573.0,46.96,INR,Matched,SimCorp
TRD0001848,2026-05-10,2026-05-19,SEC00120,CL560,PORT-045,21188.0,126.89,JPY,Matched,Bloomberg AIM
TRD0001849,2026-05-08,2026-05-06,SEC00105,CL895,PORT-052,30302.0,128.51,INR,Matched,Murex
TRD0001850,2026-04-13,2026-05-16,SEC00003,CL525,PORT-006,30648.0,66.62,USD,Matched,Aladdin
TRD0001851,2026-04-27,2026-05-08,SEC00258,CL167,PORT-070,7776.0,73.59,CAD,Booked,Bloomberg AIM
TRD0001852,2026-04-25,2026-04-23,SEC00163,CL278,PORT-022,15377.0,47.31,EUR,Matched,Murex
TRD0001853,2026-04-20,2026-04-25,SEC00101,CL345,PORT-021,6254.0,83.5,JPY,Booked,Aladdin
TRD0001854,2026-05-07,2026-05-12,SEC00162,CL438,PORT-056,29399.0,123.46,JPY,Booked,SimCorp
TRD0001855,2026-04-17,2026-05-21,SEC00000,CL944,PORT-075,25596.0,39.05,EUR,Matched,Murex
TRD0001856,2026-05-18,2026-05-11,SEC00139,CL399,PORT-040,20629.0,78.44,GBP,Unmatched,Murex
TRD0001857,2026-05-14,2026-05-01,SEC00166,CL650,PORT-041,19246.0,80.53,USD,Cancelled,Murex
TRD0001858,2026-04-13,2026-04-16,SEC00108,CL343,PORT-044,28355.0,80.21,GBP,Matched,Bloomberg AIM
TRD0001859,2026-04-20,2026-05-05,SEC00265,CL678,PORT-024,27085.0,118.51,INR,Matched,Aladdin
TRD0001860,2026-05-12,2026-05-09,SEC00079,CL610,PORT-048,26685.0,135.99,EUR,Matched,Aladdin
TRD0001861,2026-04-30,2026-04-27,SEC00044,CL235,PORT-076,21425.0,61.45,JPY,Matched,Murex
TRD0001862,2026-05-17,2026-05-18,SEC00168,CL515,PORT-031,15381.0,84.4,CAD,Booked,Bloomberg AIM
TRD0001863,2026-04-19,2026-05-11,SEC00283,CL194,PORT-062,23753.0,68.68,EUR,Booked,Aladdin
TRD0001864,2026-04-15,2026-05-20,SEC00120,CL899,PORT-062,24120.0,53.45,EUR,Cancelled,Aladdin
TRD0001865,2026-05-07,2026-04-28,SEC00014,CL733,PORT-068,16570.0,73.32,USD,Cancelled,Aladdin
TRD0001866,2026-05-04,2026-05-02,SEC00310,CL946,PORT-058,15366.0,84.35,JPY,Booked,Murex
TRD0001867,2026-05-09,2026-04-25,SEC00142,CL887,PORT-073,26500.0,71.95,EUR,Booked,Murex
TRD0001868,2026-05-02,2026-04-24,SEC00055,CL297,PORT-057,30481.0,48.99,CAD,Booked,Murex
TRD0001869,2026-05-07,2026-05-04,SEC00196,CL735,PORT-078,12380.0,56.7,EUR,Matched,Aladdin
TRD0001870,2026-05-08,2026-04-12,SEC00102,CL189,PORT-057,16025.0,56.85,JPY,Booked,Bloomberg AIM
TRD0001871,2026-04-30,2026-04-10,SEC00300,CL963,PORT-067,20632.0,49.66,EUR,Matched,Murex
TRD0001872,2026-04-11,2026-05-17,SEC00094,CL806,PORT-071,21649.0,74.42,EUR,Booked,Bloomberg AIM
TRD0001873,2026-04-15,2026-04-10,SEC00176,CL711,PORT-078,14082.0,77.2,EUR,Booked,Murex
TRD0001874,2026-05-06,2026-05-13,SEC00173,CL994,PORT-048,32126.0,93.96,JPY,Booked,Bloomberg AIM
TRD0001875,2026-04-07,2026-05-10,SEC00077,CL861,PORT-057,21166.0,49.39,USD,Matched,Aladdin
TRD0001876,2026-05-10,2026-04-28,SEC00159,CL876,PORT-077,21985.0,54.48,USD,Booked,SimCorp
TRD0001877,2026-04-09,2026-05-20,SEC00034,CL190,PORT-031,31192.0,114.9,JPY,Matched,SimCorp
TRD0001878,2026-05-06,2026-05-05,SEC00205,CL121,PORT-010,14632.0,62.96,JPY,Matched,Aladdin
TRD0001879,2026-04-25,2026-05-13,SEC00242,CL964,PORT-070,17337.0,67.39,EUR,Matched,Bloomberg AIM
TRD0001880,2026-05-10,2026-04-30,SEC00304,CL325,PORT-050,8600.0,62.72,GBP,Booked,Murex
TRD0001881,2026-04-15,2026-04-15,SEC00104,CL483,PORT-034,16707.0,99.14,GBP,Matched,Aladdin
TRD0001882,2026-05-05,2026-04-10,SEC00091,CL138,PORT-057,6833.0,100.5,INR,Booked,SimCorp
TRD0001883,2026-04-10,2026-05-12,SEC00175,CL660,PORT-003,23609.0,98.46,GBP,Matched,Bloomberg AIM
TRD0001884,2026-05-16,2026-04-27,SEC00221,CL837,PORT-038,21150.0,67.31,CAD,Matched,SimCorp
TRD0001885,2026-04-27,2026-04-30,SEC00317,CL856,PORT-021,15922.0,49.14,EUR,Unmatched,Aladdin
TRD0001886,2026-05-12,2026-05-03,SEC00008,CL622,PORT-023,17247.0,130.82,EUR,Cancelled,Aladdin
TRD0001887,2026-04-09,2026-04-23,SEC00076,CL694,PORT-077,23711.0,89.99,GBP,Matched,Aladdin
TRD0001888,2026-05-01,2026-04-07,SEC00083,CL561,PORT-044,9482.0,56.84,USD,Unmatched,Murex
TRD0001889,2026-04-19,2026-05-03,SEC00081,CL501,PORT-012,19531.0,109.76,INR,Booked,SimCorp
TRD0001890,2026-04-10,2026-05-19,SEC00148,CL598,PORT-029,23246.0,55.29,GBP,Matched,Murex
TRD0001891,2026-04-25,2026-04-10,SEC00279,CL941,PORT-020,4633.0,109.26,GBP,Booked,Bloomberg AIM
TRD0001892,2026-05-17,2026-04-10,SEC00009,CL326,PORT-072,23137.0,111.88,JPY,Booked,SimCorp
TRD0001893,2026-05-10,2026-05-07,SEC00261,CL522,PORT-024,5445.0,48.3,USD,Matched,Murex
TRD0001894,2026-05-10,2026-04-29,SEC00197,CL640,PORT-029,17118.0,81.75,GBP,Matched,SimCorp
TRD0001895,2026-04-08,2026-04-13,SEC00196,CL612,PORT-027,9275.0,87.69,CAD,Matched,Aladdin
TRD0001896,2026-04-09,2026-04-29,SEC00217,CL127,PORT-014,28734.0,166.54,JPY,Unmatched,Murex
TRD0001897,2026-04-28,2026-04-30,SEC00036,CL358,PORT-062,9322.0,51.43,JPY,Matched,Bloomberg AIM
TRD0001898,2026-04-09,2026-04-10,SEC00238,CL680,PORT-046,5624.0,110.1,JPY,Unmatched,SimCorp
TRD0001899,2026-05-08,2026-04-14,SEC00079,CL723,PORT-035,19000.0,67.09,GBP,Unmatched,Bloomberg AIM
TRD0001900,2026-04-19,2026-04-29,SEC00165,CL760,PORT-032,14897.0,43.19,CAD,Unmatched,Murex
TRD0001901,2026-05-02,2026-05-14,UNKNOWN,CL991,PORT-053,6715.0,63.94,CAD,Booked,SimCorp
TRD0001902,2026-05-09,2026-05-02,SEC00193,CL705,PORT-008,21944.0,66.74,GBP,Matched,Murex
TRD0001903,2026-05-08,2026-04-21,SEC00103,CL621,PORT-074,3064.0,46.03,CAD,Matched,Murex
TRD0001904,2026-05-01,2026-05-09,SEC00126,CL398,PORT-045,10228.0,74.39,USD,Cancelled,Murex
TRD0001905,2026-05-04,2026-04-27,SEC00152,CL433,PORT-018,13686.0,93.25,EUR,Booked,Aladdin
TRD0001906,2026-05-10,2026-04-22,SEC00013,CL842,PORT-043,24017.0,72.48,EUR,Booked,Aladdin
TRD0001907,2026-05-04,2026-05-18,SEC00232,CL521,PORT-068,27716.0,55.17,INR,Booked,Aladdin
TRD0001908,2026-05-14,2026-04-26,SEC00031,CL743,PORT-014,26271.0,63.31,JPY,Booked,Bloomberg AIM
TRD0001909,2026-04-06,2026-04-18,UNKNOWN,CL211,PORT-042,16850.0,66.58,GBP,Matched,SimCorp
TRD0001910,2026-05-02,2026-05-12,SEC00209,CL215,PORT-048,-205.0,71.96,EUR,Booked,Murex
TRD0001911,2026-05-15,2026-04-27,SEC00025,CL293,PORT-064,20931.0,98.34,JPY,Booked,Aladdin
TRD0001912,2026-04-24,2026-04-20,SEC00318,CL275,PORT-045,29029.0,73.35,EUR,Matched,SimCorp
TRD0001913,2026-04-10,2026-05-20,SEC00120,CL645,PORT-059,27253.0,40.82,GBP,Booked,SimCorp
TRD0001914,2026-05-03,2026-04-23,SEC00005,CL672,PORT-062,21472.0,54.77,GBP,Booked,Murex
TRD0001915,2026-04-11,2026-05-10,SEC00210,CL601,PORT-071,9079.0,70.68,CAD,Matched,Aladdin
TRD0001916,2026-04-22,2026-05-04,SEC00178,CL360,PORT-029,14060.0,98.83,INR,Matched,SimCorp
TRD0001917,2026-04-16,2026-04-22,SEC00204,CL618,PORT-056,32504.0,105.03,EUR,Cancelled,Murex
TRD0001918,2026-05-06,2026-05-21,SEC00240,CL207,PORT-020,7375.0,124.11,CAD,Matched,Murex
TRD0001919,2026-05-18,2026-05-21,SEC00152,CL525,PORT-067,9391.0,69.81,JPY,Cancelled,Murex
TRD0001920,2026-05-04,2026-05-01,SEC00264,CL239,PORT-076,25069.0,87.11,GBP,Booked,Bloomberg AIM
TRD0001921,2026-04-08,2026-04-09,SEC00118,CL168,PORT-024,14766.0,40.08,JPY,Matched,Aladdin
TRD0001922,2026-04-14,2026-05-21,SEC00174,CL248,PORT-045,9137.0,77.51,EUR,Matched,Aladdin
TRD0001923,2026-04-14,2026-04-16,SEC00050,CL199,PORT-065,29460.0,45.77,USD,Matched,SimCorp
TRD0001924,2026-04-10,2026-05-18,SEC00198,CL529,PORT-003,21458.0,65.24,GBP,Matched,SimCorp
TRD0001925,2026-05-03,2026-04-29,SEC00083,CL590,PORT-056,15136.0,192.57,INR,Booked,Bloomberg AIM
TRD0001926,2026-05-05,2026-05-02,SEC00222,CL646,PORT-065,9407.0,74.16,GBP,Booked,Aladdin
TRD0001927,2026-04-08,2026-04-30,SEC00256,CL495,PORT-069,33356.0,49.29,GBP,Matched,Bloomberg AIM
TRD0001928,2026-04-24,2026-05-18,SEC00274,CL258,PORT-016,17817.0,76.92,CAD,Matched,SimCorp
TRD0001929,2026-05-06,2026-04-18,SEC00297,CL118,PORT-060,28480.0,55.65,CAD,Booked,Aladdin
TRD0001930,2026-05-07,2026-05-09,SEC00039,CL740,PORT-063,24702.0,47.64,GBP,Matched,Murex
TRD0001931,2026-04-10,2026-04-17,SEC00044,CL983,PORT-001,14093.0,139.23,USD,Matched,SimCorp
TRD0001932,2026-05-17,2026-04-22,SEC00296,CL352,PORT-056,14153.0,96.87,INR,Matched,Aladdin
TRD0001933,2026-05-17,2026-04-27,SEC00121,CL284,PORT-050,28847.0,75.26,INR,Booked,SimCorp
TRD0001934,2026-04-16,2026-05-08,SEC00008,CL380,PORT-077,28969.0,58.14,CAD,Unmatched,Murex
TRD0001935,2026-05-19,2026-04-22,SEC00091,CL292,PORT-004,3923.0,59.81,CAD,Matched,Murex
TRD0001936,2026-05-12,2026-04-07,SEC00267,CL300,PORT-077,22123.0,114.42,JPY,Matched,Aladdin
TRD0001937,2026-04-05,2026-04-10,SEC00113,CL544,PORT-046,17091.0,74.24,USD,Matched,Bloomberg AIM
TRD0001938,2026-04-30,2026-04-10,SEC00024,CL805,PORT-022,10250.0,22.67,EUR,Matched,Bloomberg AIM
TRD0001939,2026-04-17,2026-05-12,SEC00231,CL740,PORT-031,19963.0,155.61,INR,Booked,Murex
TRD0001940,2026-04-28,2026-04-25,SEC00062,CL962,PORT-061,7878.0,71.1,JPY,Unmatched,Murex
TRD0001941,2026-05-15,2026-05-04,SEC00112,CL421,PORT-079,14502.0,75.2,GBP,Booked,Bloomberg AIM
TRD0001942,2026-05-11,2026-04-08,SEC00001,CL542,PORT-026,12011.0,97.55,GBP,Matched,Bloomberg AIM
TRD0001943,2026-04-15,2026-04-09,SEC00192,CL441,PORT-078,14252.0,78.48,INR,Unmatched,SimCorp
TRD0001944,2026-05-15,2026-04-12,SEC00142,CL137,PORT-050,17464.0,86.61,GBP,Matched,Murex
TRD0001945,2026-04-23,2026-05-14,SEC00277,CL449,PORT-016,10383.0,57.49,USD,Matched,Murex
TRD0001946,2026-05-04,2026-05-07,SEC00106,CL334,PORT-048,29799.0,43.36,CAD,Booked,Murex
TRD0001947,2026-05-03,2026-04-19,SEC00065,CL530,PORT-064,21700.0,73.56,GBP,Matched,Murex
TRD0001948,2026-04-07,2026-04-18,SEC00053,CL242,PORT-005,31459.0,110.06,EUR,Matched,Bloomberg AIM
TRD0001949,2026-04-22,2026-05-06,SEC00064,CL766,PORT-007,16799.0,53.16,USD,Booked,Murex
TRD0001950,2026-04-22,2026-05-15,SEC00144,CL857,PORT-001,13884.0,51.69,GBP,Booked,Murex
TRD0001951,2026-05-04,2026-05-15,SEC00027,CL963,PORT-046,31188.0,102.24,CAD,Cancelled,Aladdin
TRD0001952,2026-05-02,2026-04-21,SEC00128,CL176,PORT-005,13665.0,56.82,USD,Booked,Aladdin
TRD0001953,2026-04-19,2026-05-01,SEC00273,CL205,PORT-074,16663.0,57.76,EUR,Booked,Murex
TRD0001954,2026-05-18,2026-04-29,SEC00245,CL968,PORT-011,23400.0,58.52,EUR,Booked,SimCorp
TRD0001955,2026-05-09,2026-04-15,SEC00203,CL862,PORT-006,8717.0,65.19,USD,Matched,Murex
TRD0001956,2026-04-22,2026-05-21,SEC00285,CL629,PORT-021,23335.0,38.44,JPY,Matched,SimCorp
